Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.853	4.601	1.072	1.110
2	4.594	4.587	1.132	1.430
3	4.438	4.231	2.544	4.340
4	4.054	3.912	6.342	7.740
5	3.763	3.578	10.598	14.040
6	3.456	3.361	16.074	18.050
7	3.171	3.053	21.412	24.450
8	2.915	2.938	26.372	28.170
9	2.665	2.745	31.280	30.950
10	2.475	2.561	35.236	33.900
11	2.326	2.921	38.482	30.180
12	2.187	2.283	41.330	39.550
13	2.057	2.271	44.402	42.160
14	1.944	2.429	46.942	38.250
15	1.871	2.102	48.640	44.080
16	1.795	2.116	50.122	44.410
17	1.740	2.185	51.748	43.450
18	1.687	2.231	52.918	41.850
19	1.644	1.884	53.834	48.770
20	1.604	2.029	54.894	47.170
21	1.564	1.940	55.842	49.280
22	1.524	1.807	56.800	51.800
23	1.493	2.015	57.598	48.400
24	1.473	2.336	58.252	42.420
25	1.443	1.738	58.884	53.140
26	1.414	1.829	59.480	51.870
27	1.402	1.821	60.034	51.150
28	1.383	1.910	60.434	50.030
29	1.373	1.914	60.666	50.950
30	1.344	2.000	61.462	47.510
31	1.331	1.778	61.820	52.910
32	0.871	1.073	74.442	69.210
33	0.719	1.051	78.394	69.830
34	0.654	1.032	80.420	70.640
35	0.597	1.036	81.946	70.760
36	0.556	1.036	83.166	71.200
37	0.522	1.056	84.196	70.910
38	0.482	1.056	85.352	71.230
39	0.449	1.081	86.244	71.030
40	0.418	1.096	87.220	70.820
41	0.391	1.112	87.966	70.380
42	0.367	1.145	88.748	70.140
43	0.346	1.170	89.164	70.140
44	0.319	1.176	90.102	70.570
45	0.306	1.218	90.612	70.210
46	0.289	1.231	91.102	70.160
47	0.269	1.219	91.702	70.180
48	0.266	1.254	91.928	69.580
49	0.247	1.304	92.486	69.360
50	0.244	1.246	92.628	70.190
51	0.238	1.314	92.586	69.020
52	0.140	1.139	96.388	72.550
53	0.105	1.126	97.598	72.830
54	0.094	1.132	98.002	73.110
55	0.084	1.136	98.168	72.980
56	0.080	1.137	98.422	73.030
57	0.076	1.136	98.518	73.320
58	0.071	1.143	98.660	73.220
59	0.068	1.145	98.756	73.200
60	0.062	1.150	98.938	73.230
