Epoch	Train loss	Test loss	Train Acc	Test Acc
1	0.291	-0.652	26.042	34.870
2	-0.029	14.276	36.580	36.310
3	-0.257	4.059	43.580	44.310
4	-0.502	8.494	48.792	51.690
5	-0.317	5.561	53.700	53.230
6	-0.569	19.229	56.344	54.060
7	-0.607	16.093	58.636	46.390
8	-0.427	5.793	59.748	58.690
9	-0.648	7.649	60.918	58.860
10	-0.740	5.763	62.626	61.520
11	-0.748	11.187	63.272	57.160
12	-0.534	6.605	63.644	56.790
13	-0.695	11.534	64.078	62.760
14	-0.568	13.490	64.996	58.570
15	-0.795	10.754	66.298	55.280
16	-0.770	11.927	66.820	61.040
17	-0.748	40.392	67.662	48.870
18	-0.762	14.718	68.266	60.890
19	-0.678	7.674	68.534	66.210
20	-0.657	12.045	69.100	61.960
21	-0.719	12.517	69.662	65.780
22	-0.831	17.870	70.034	59.360
23	-0.662	9.464	69.922	63.740
24	-0.635	12.455	70.436	60.070
25	-0.753	6.170	70.794	65.810
26	-0.700	22.954	70.204	62.330
27	-0.795	9.661	70.852	66.310
28	-0.736	6.923	70.880	63.670
29	-0.644	9.641	71.022	64.470
30	-0.765	11.183	71.148	66.730
31	-0.751	10.065	71.440	62.950
32	-2.326	1.197	79.928	81.230
33	-1.846	0.415	81.590	81.130
34	-1.776	1.019	82.458	82.170
35	-1.763	1.187	82.596	82.370
36	-1.665	1.554	82.780	81.980
37	-1.639	0.981	83.064	82.340
38	-1.636	2.308	82.416	82.480
39	-1.620	1.446	82.804	82.240
40	-1.508	2.730	82.818	80.250
41	-1.552	1.546	82.670	80.340
42	-1.585	1.888	83.056	80.790
43	-1.516	2.714	82.630	82.110
44	-1.519	3.111	82.820	82.160
45	-1.480	2.785	82.900	80.910
46	-1.419	3.014	82.638	81.820
47	-1.969	2.362	85.802	84.560
48	-2.010	2.509	86.550	84.660
49	-1.937	2.487	86.796	84.820
50	-1.985	2.709	86.806	84.880
51	-1.887	2.970	86.874	85.070
52	-1.866	2.705	86.680	84.550
53	-1.973	3.295	86.978	84.920
54	-1.919	3.527	87.062	85.070
55	-1.879	3.201	87.022	85.110
56	-1.888	3.316	87.070	84.750
57	-1.860	3.468	87.042	84.560
58	-1.875	3.748	86.948	84.520
59	-1.841	3.654	86.906	84.260
60	-1.781	3.863	87.164	84.660
