Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.499	1.365	44.546	52.210
2	0.996	1.554	64.704	54.800
3	0.784	0.841	72.730	70.650
4	0.674	0.762	76.894	74.500
5	0.601	0.700	79.466	77.330
6	0.551	0.614	81.030	79.410
7	0.518	0.611	82.334	79.070
8	0.493	0.703	83.152	77.360
9	0.467	0.688	84.126	77.460
10	0.453	0.631	84.470	79.460
11	0.441	0.787	84.724	75.090
12	0.430	0.628	85.236	78.790
13	0.421	0.672	85.576	79.060
14	0.411	0.673	85.840	77.770
15	0.401	0.690	86.302	78.210
16	0.388	0.500	86.748	83.110
17	0.382	0.953	86.936	70.890
18	0.373	0.842	87.230	74.930
19	0.367	0.542	87.426	82.630
20	0.360	0.694	87.712	78.440
21	0.361	0.534	87.756	82.630
22	0.349	0.532	88.072	82.220
23	0.349	0.480	88.042	84.110
24	0.341	0.527	88.246	82.220
25	0.340	0.435	88.442	85.480
26	0.333	0.725	88.616	77.990
27	0.333	0.552	88.600	82.070
28	0.328	0.399	88.746	86.860
29	0.327	0.532	88.892	83.010
30	0.325	0.664	88.980	79.730
31	0.325	0.425	88.876	85.910
32	0.171	0.211	94.370	92.690
33	0.127	0.201	95.790	93.120
34	0.108	0.201	96.492	93.190
35	0.094	0.196	96.934	93.310
36	0.084	0.203	97.248	93.340
37	0.077	0.200	97.516	93.520
38	0.068	0.206	97.750	93.570
39	0.062	0.206	97.988	93.540
40	0.058	0.229	98.128	93.030
41	0.054	0.214	98.238	93.530
42	0.049	0.223	98.358	93.600
43	0.043	0.230	98.660	93.420
44	0.044	0.239	98.496	93.360
45	0.041	0.233	98.642	93.410
46	0.039	0.240	98.760	93.480
47	0.036	0.249	98.834	93.480
48	0.039	0.259	98.766	93.250
49	0.037	0.250	98.790	93.250
50	0.036	0.273	98.802	93.020
51	0.040	0.240	98.706	93.370
52	0.024	0.217	99.346	94.110
53	0.016	0.217	99.618	94.180
54	0.013	0.220	99.722	94.250
55	0.012	0.223	99.700	94.160
56	0.011	0.225	99.722	94.220
57	0.011	0.222	99.774	94.330
58	0.010	0.223	99.770	94.330
59	0.009	0.228	99.806	94.420
60	0.009	0.233	99.814	94.290
