Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.267	1.802	21.092	31.010
2	1.642	1.547	37.732	42.860
3	1.321	1.520	50.832	45.310
4	1.069	1.053	61.696	61.950
5	0.921	0.992	67.060	65.570
6	0.824	0.908	70.884	67.990
7	0.744	1.002	73.722	67.660
8	0.688	1.058	76.012	67.250
9	0.638	0.915	77.620	69.000
10	0.601	0.887	78.936	69.710
11	0.579	0.870	79.908	70.690
12	0.544	0.789	81.092	74.470
13	0.527	0.669	81.610	77.560
14	0.504	0.857	82.568	72.890
15	0.486	0.828	83.290	73.000
16	0.480	0.729	83.292	76.480
17	0.454	0.657	84.326	77.670
18	0.447	0.659	84.590	77.530
19	0.441	1.920	84.752	59.950
20	0.428	0.735	85.294	75.560
21	0.415	0.730	85.774	74.960
22	0.410	0.921	86.110	71.950
23	0.400	0.939	86.176	73.060
24	0.404	0.546	86.040	81.320
25	0.390	0.761	86.524	75.570
26	0.392	0.592	86.472	79.930
27	0.386	0.861	86.702	73.060
28	0.380	0.807	86.818	75.520
29	0.380	0.883	86.698	72.900
30	0.373	0.633	87.274	79.530
31	0.372	1.025	87.104	70.580
32	0.209	0.230	93.080	91.900
33	0.155	0.215	94.866	92.260
34	0.137	0.213	95.510	92.500
35	0.122	0.210	96.008	92.590
36	0.109	0.209	96.458	92.860
37	0.100	0.204	96.806	93.120
38	0.090	0.203	97.070	93.080
39	0.083	0.206	97.372	93.180
40	0.076	0.208	97.744	93.020
41	0.069	0.217	97.932	92.900
42	0.063	0.205	98.198	93.410
43	0.059	0.220	98.284	92.930
44	0.055	0.221	98.424	93.030
45	0.046	0.219	98.748	93.290
46	0.046	0.241	98.766	92.560
47	0.032	0.196	99.284	93.760
48	0.026	0.198	99.556	93.620
49	0.024	0.194	99.628	94.010
50	0.022	0.193	99.636	93.950
51	0.021	0.193	99.690	93.790
52	0.020	0.195	99.708	93.900
53	0.020	0.195	99.700	93.840
54	0.018	0.194	99.780	93.910
55	0.018	0.194	99.774	94.030
56	0.018	0.194	99.756	94.010
57	0.017	0.195	99.800	93.870
58	0.017	0.194	99.794	93.950
59	0.016	0.195	99.814	94.000
60	0.016	0.197	99.790	93.980
