Epoch	Train loss	Test loss	Train Acc	Test Acc
1	0.194	0.004	1.102	1.000
2	0.004	0.003	1.002	1.000
3	0.004	0.004	0.994	1.000
4	0.004	0.004	0.932	1.000
5	0.004	0.005	0.954	1.000
6	0.004	0.004	0.936	1.000
7	0.004	0.003	1.076	1.000
8	0.004	0.004	0.994	1.000
9	0.004	0.004	0.938	1.000
10	0.004	0.004	1.004	1.000
11	0.004	0.004	0.942	1.000
12	0.004	0.004	1.014	1.000
13	0.004	0.004	1.042	1.000
14	0.004	0.004	0.992	1.000
15	0.004	0.003	1.012	1.000
16	0.004	0.004	0.938	1.000
17	0.004	0.004	1.078	1.000
18	0.004	0.003	1.346	1.320
19	0.004	0.016	1.812	2.210
20	0.004	0.005	2.598	1.930
21	0.004	0.007	2.702	2.650
22	0.004	0.012	2.788	2.760
23	0.004	0.006	2.654	1.720
24	0.004	0.011	2.872	1.380
25	0.004	0.039	2.780	2.010
26	0.004	0.005	2.902	2.410
27	0.004	0.003	2.872	3.580
28	0.004	0.005	3.010	2.960
29	0.004	0.012	2.966	2.370
30	0.004	0.010	3.036	1.450
31	0.004	0.004	3.006	3.000
32	0.000	0.000	3.348	3.410
33	0.000	0.001	3.426	3.370
34	0.000	0.001	3.652	3.850
35	0.000	0.000	3.620	3.480
36	0.000	0.001	3.486	3.710
37	0.000	0.001	3.488	3.250
38	0.000	0.001	3.658	3.490
39	0.000	0.010	3.578	3.010
40	0.000	0.001	3.646	3.530
41	0.000	-0.000	3.604	3.030
42	0.000	0.000	3.644	3.300
43	0.000	0.001	3.636	4.050
44	0.000	0.006	3.526	3.190
45	0.000	0.002	3.576	2.150
46	0.000	0.000	3.690	3.280
47	-0.000	0.000	3.576	3.840
48	-0.000	-0.000	3.774	4.010
49	-0.000	-0.000	3.724	3.760
50	-0.000	0.000	3.648	3.870
51	-0.000	0.000	3.636	4.080
52	-0.000	-0.001	3.632	3.730
53	-0.000	0.001	3.840	3.600
54	-0.000	0.000	3.712	3.800
55	-0.000	0.000	3.682	3.970
56	-0.000	-0.000	3.734	3.650
57	-0.000	-0.000	3.756	3.830
58	-0.000	-0.001	3.704	3.800
59	-0.000	0.001	3.670	3.850
60	-0.000	0.002	3.688	3.590
