Epoch	Train loss	Test loss	Train Acc	Test Acc
1	-0.908	5.626	4.806	5.860
2	-2.066	16.301	9.160	10.880
3	-2.805	15.084	13.962	14.320
4	-3.297	25.646	18.198	19.260
5	-3.809	40.023	22.096	17.590
6	-4.179	29.258	24.998	23.180
7	-4.811	20.895	27.658	24.690
8	-5.000	28.379	30.126	27.080
9	-5.202	7.389	32.024	32.710
10	-5.309	20.139	34.002	31.640
11	-5.418	17.067	35.146	33.800
12	-5.422	20.950	36.266	31.270
13	-5.696	20.582	36.718	34.380
14	-5.654	63.758	38.586	26.910
15	-6.099	15.486	38.994	35.960
16	-5.841	24.604	39.490	34.860
17	-5.982	19.966	40.300	33.750
18	-6.187	25.462	41.380	37.290
19	-6.187	11.771	42.458	40.210
20	-6.021	9.534	42.724	39.150
21	-5.990	23.261	43.754	37.670
22	-6.356	34.576	44.154	34.710
23	-6.116	26.458	44.312	36.330
24	-6.572	16.224	44.784	42.190
25	-5.902	19.947	45.028	40.160
26	-6.358	42.611	45.502	33.930
27	-6.554	20.857	45.498	34.570
28	-6.086	21.297	45.886	41.280
29	-6.387	14.692	46.354	42.350
30	-6.316	19.662	46.866	42.720
31	-6.403	14.799	47.148	41.720
32	-11.195	4.614	58.240	57.840
33	-10.377	4.753	61.920	58.580
34	-10.126	5.511	62.906	58.960
35	-9.760	5.145	63.756	59.680
36	-9.564	6.203	64.148	59.150
37	-9.820	7.685	64.892	59.810
38	-9.553	10.194	65.354	60.210
39	-9.645	8.833	65.668	60.090
40	-9.503	7.816	66.196	60.390
41	-9.697	7.428	66.546	60.120
42	-9.734	9.576	67.028	60.480
43	-9.830	9.991	67.004	59.900
44	-9.839	11.222	67.184	60.110
45	-10.104	9.968	67.324	60.540
46	-10.088	12.759	67.164	59.860
47	-11.184	9.311	71.168	62.940
48	-10.914	9.376	72.552	63.320
49	-11.058	9.415	73.008	63.260
50	-10.638	10.070	73.430	63.170
51	-10.945	9.747	73.306	63.180
52	-10.813	9.805	73.922	63.260
53	-11.159	10.429	73.906	63.580
54	-11.126	10.387	73.938	63.260
55	-10.821	10.048	74.064	63.220
56	-11.065	10.100	74.108	63.050
57	-11.066	10.397	74.528	63.390
58	-11.243	10.692	74.370	63.050
59	-11.264	10.227	74.360	63.400
60	-11.123	10.643	74.818	63.340
