Epoch	Train loss	Test loss	Train Acc	Test Acc
1	0.196	0.003	1.172	1.530
2	0.004	0.002	1.528	1.520
3	0.003	-0.001	1.906	3.380
4	0.001	-0.004	3.484	3.930
5	0.003	-0.004	4.926	6.710
6	0.002	0.001	7.574	9.380
7	0.002	0.010	10.214	11.960
8	0.002	0.000	13.024	14.510
9	0.002	0.019	16.384	18.330
10	0.002	0.017	19.102	19.840
11	-0.001	0.089	21.762	20.120
12	-0.003	0.070	23.518	22.660
13	-0.006	0.049	24.322	22.140
14	-0.005	0.139	24.392	21.590
15	-0.011	0.131	25.182	20.460
16	-0.004	0.129	22.808	16.210
17	-0.007	0.047	23.034	23.220
18	-0.011	0.092	24.726	20.770
19	-0.005	0.537	23.868	18.880
20	-0.011	0.019	25.572	25.430
21	-0.009	0.090	24.978	23.510
22	-0.013	0.145	24.958	18.670
23	-0.009	0.101	24.790	22.550
24	-0.008	0.021	24.782	25.480
25	-0.010	0.043	24.896	23.790
26	-0.015	0.121	24.974	23.690
27	-0.010	0.072	24.670	23.960
28	-0.014	0.278	24.598	15.920
29	-0.010	62.685	24.924	2.640
30	-0.005	0.088	23.052	14.910
31	-0.009	0.137	24.430	22.210
32	-0.149	-0.135	32.780	31.510
33	-0.251	-0.140	33.144	33.270
34	-0.317	-0.521	31.230	29.790
35	-0.345	-0.231	28.726	28.850
36	-0.320	-0.349	28.500	23.760
37	-0.312	-0.356	25.840	25.300
38	-0.307	-0.270	24.772	25.810
39	-0.253	-0.066	21.946	19.780
40	-0.261	-0.572	24.516	24.450
41	-0.134	0.139	19.806	17.740
42	-0.157	-0.174	21.074	21.170
43	-0.120	-0.209	21.494	22.790
44	-0.248	-0.215	21.192	19.280
45	-0.155	0.150	21.024	19.630
46	-0.185	-0.273	20.986	23.730
47	-0.885	-0.970	26.554	29.660
48	-1.211	-1.073	28.424	30.560
49	-1.392	-1.044	28.636	29.010
50	-1.470	-1.359	28.780	30.130
51	-1.506	-1.400	29.176	29.560
52	-1.621	-1.260	28.846	29.390
53	-1.567	-1.666	28.630	28.780
54	-1.958	-1.756	28.190	29.000
55	-2.139	-1.784	28.442	29.680
56	-1.952	-0.926	28.464	27.680
57	-2.050	-1.410	27.546	29.040
58	-1.885	-1.258	28.156	27.280
59	-2.169	-1.335	27.734	29.040
60	-1.933	-1.760	27.750	27.870
