Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.998	3.671	8.600	13.420
2	3.384	3.244	17.510	21.000
3	2.963	2.794	25.622	29.690
4	2.495	2.466	34.576	35.670
5	2.166	2.207	41.404	42.270
6	1.959	2.103	46.316	44.260
7	1.812	1.937	49.562	47.310
8	1.700	1.895	52.550	48.640
9	1.614	1.863	54.742	49.530
10	1.544	1.859	56.618	49.860
11	1.484	1.754	57.840	51.850
12	1.429	1.743	59.452	52.040
13	1.388	1.882	60.316	50.070
14	1.347	1.686	61.308	53.210
15	1.312	1.668	62.124	54.510
16	1.280	1.585	63.098	57.090
17	1.262	1.930	63.392	51.900
18	1.240	1.681	63.834	54.810
19	1.202	1.844	65.234	53.140
20	1.193	1.774	65.266	53.170
21	1.168	1.637	65.974	55.270
22	1.146	1.691	66.532	55.970
23	1.130	1.547	67.080	57.690
24	1.117	1.475	67.304	59.260
25	1.108	1.520	67.544	58.390
26	1.099	1.543	67.772	58.670
27	1.083	1.535	68.448	59.230
28	1.071	1.561	68.688	57.840
29	1.062	1.588	68.752	57.070
30	1.053	1.391	68.962	61.570
31	1.050	1.507	69.042	59.190
32	0.636	0.892	81.460	74.180
33	0.476	0.865	86.012	74.560
34	0.409	0.856	88.280	75.330
35	0.356	0.863	89.740	75.200
36	0.314	0.863	91.014	75.520
37	0.273	0.887	92.276	75.530
38	0.243	0.896	93.234	75.350
39	0.213	0.895	94.190	75.470
40	0.187	0.919	95.146	75.340
41	0.168	0.934	95.630	75.020
42	0.149	0.953	96.252	74.700
43	0.135	0.957	96.710	74.860
44	0.120	0.976	97.196	74.920
45	0.109	0.963	97.492	75.230
46	0.104	0.981	97.606	75.010
47	0.095	0.985	97.922	75.410
48	0.095	1.030	97.814	74.400
49	0.089	1.020	98.056	74.610
50	0.092	1.008	97.880	74.740
51	0.089	1.038	97.950	74.270
52	0.056	0.943	99.098	76.570
53	0.040	0.935	99.568	76.720
54	0.035	0.938	99.588	76.630
55	0.032	0.940	99.668	76.800
56	0.030	0.937	99.716	76.710
57	0.028	0.933	99.744	76.700
58	0.026	0.933	99.792	76.800
59	0.025	0.938	99.788	76.780
60	0.025	0.938	99.792	76.790
