Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.985	3.703	8.666	12.390
2	3.387	3.240	17.750	20.710
3	2.909	2.704	26.752	31.320
4	2.416	2.378	36.184	38.570
5	2.063	2.126	43.766	43.690
6	1.852	1.944	48.662	46.710
7	1.710	1.824	52.308	49.880
8	1.594	1.746	55.066	51.760
9	1.513	1.959	57.074	46.920
10	1.451	1.713	58.586	52.840
11	1.389	1.722	60.178	52.790
12	1.342	1.637	61.478	54.650
13	1.299	1.802	62.458	51.110
14	1.261	1.560	63.484	56.310
15	1.227	1.641	64.448	54.970
16	1.198	1.492	64.936	58.630
17	1.184	1.631	65.308	56.240
18	1.158	1.629	66.000	55.990
19	1.136	1.547	67.146	57.510
20	1.121	1.664	67.068	55.430
21	1.100	1.540	67.886	57.450
22	1.088	1.608	68.052	57.620
23	1.069	1.433	68.730	59.680
24	1.056	1.623	68.830	56.170
25	1.048	1.499	69.148	59.670
26	1.045	1.771	69.222	54.190
27	1.031	1.469	69.678	60.440
28	1.019	1.624	70.020	57.310
29	1.005	1.551	70.442	58.200
30	1.010	1.435	70.230	61.100
31	0.996	1.473	70.600	60.170
32	0.589	0.830	82.776	75.570
33	0.437	0.808	87.232	76.480
34	0.370	0.806	89.314	76.800
35	0.327	0.808	90.434	76.820
36	0.285	0.816	91.924	76.620
37	0.249	0.844	93.006	76.420
38	0.221	0.836	93.876	76.800
39	0.192	0.840	94.884	77.070
40	0.172	0.864	95.460	76.790
41	0.152	0.888	96.186	76.460
42	0.136	0.886	96.572	76.770
43	0.122	0.894	96.992	76.580
44	0.109	0.914	97.434	76.420
45	0.101	0.918	97.622	76.380
46	0.096	0.932	97.836	76.640
47	0.087	0.923	98.060	76.310
48	0.082	0.958	98.194	75.500
49	0.076	0.947	98.410	76.100
50	0.080	0.956	98.154	75.960
51	0.078	0.952	98.306	76.170
52	0.048	0.892	99.270	77.620
53	0.036	0.882	99.554	77.940
54	0.031	0.885	99.622	78.010
55	0.028	0.881	99.732	77.790
56	0.027	0.884	99.746	77.920
57	0.026	0.882	99.760	78.100
58	0.024	0.880	99.810	78.060
59	0.023	0.886	99.816	77.970
60	0.022	0.882	99.822	78.170
