Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.936	3.570	9.268	14.890
2	3.295	3.102	19.046	22.810
3	2.765	2.540	28.998	34.600
4	2.280	2.250	38.886	40.320
5	1.974	2.023	45.914	46.190
6	1.784	1.982	50.578	47.490
7	1.645	1.797	53.980	50.540
8	1.540	1.662	56.494	54.290
9	1.457	2.000	58.444	48.170
10	1.387	1.649	60.528	54.970
11	1.330	1.544	61.628	57.000
12	1.290	1.645	62.688	55.370
13	1.244	2.138	63.830	47.810
14	1.220	1.640	64.514	55.460
15	1.186	1.499	65.382	58.700
16	1.166	1.558	66.122	57.460
17	1.154	1.658	66.010	55.900
18	1.133	1.672	67.070	55.410
19	1.107	1.593	67.490	58.300
20	1.087	1.514	68.186	58.410
21	1.073	1.629	68.546	56.630
22	1.061	1.529	68.906	58.740
23	1.046	1.526	69.438	58.560
24	1.031	1.598	69.576	57.340
25	1.022	1.562	69.800	57.900
26	1.024	1.517	69.742	59.130
27	1.006	1.570	70.352	57.780
28	0.991	1.397	70.788	62.000
29	0.988	1.565	70.784	58.290
30	0.979	1.497	70.982	59.670
31	0.971	2.040	71.238	51.510
32	0.561	0.819	83.630	75.580
33	0.415	0.800	87.732	76.810
34	0.350	0.799	89.768	76.920
35	0.306	0.809	91.088	76.760
36	0.264	0.812	92.648	77.190
37	0.232	0.829	93.628	76.830
38	0.204	0.844	94.468	76.850
39	0.177	0.852	95.370	77.220
40	0.155	0.876	96.080	76.500
41	0.138	0.884	96.556	76.580
42	0.120	0.887	97.118	76.820
43	0.111	0.899	97.414	76.710
44	0.097	0.906	97.858	76.600
45	0.089	0.945	97.938	76.170
46	0.085	0.936	98.146	76.370
47	0.079	0.934	98.280	76.270
48	0.076	0.955	98.398	76.220
49	0.071	0.953	98.486	75.850
50	0.070	0.985	98.570	75.780
51	0.071	0.984	98.482	75.710
52	0.044	0.911	99.364	77.140
53	0.033	0.904	99.622	77.250
54	0.029	0.907	99.698	77.340
55	0.026	0.901	99.764	77.490
56	0.025	0.903	99.762	77.270
57	0.023	0.900	99.796	77.650
58	0.022	0.904	99.796	77.670
59	0.021	0.906	99.846	77.610
60	0.020	0.902	99.878	77.770
