Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.725	1.577	36.910	44.000
2	1.242	1.142	55.162	59.410
3	0.956	1.082	66.018	64.430
4	0.792	0.779	71.854	72.660
5	0.678	0.834	76.164	71.960
6	0.584	0.633	79.660	78.220
7	0.521	0.679	82.012	77.500
8	0.489	0.601	83.236	79.470
9	0.455	0.538	84.158	81.500
10	0.438	0.605	84.980	80.010
11	0.416	0.544	85.772	81.260
12	0.408	0.490	86.220	83.320
13	0.407	0.529	86.056	81.770
14	0.391	0.500	86.576	82.760
15	0.389	0.903	86.772	73.660
16	0.392	0.462	86.602	84.180
17	0.374	0.514	87.096	82.880
18	0.369	0.725	87.366	78.020
19	0.367	0.441	87.364	85.120
20	0.361	0.469	87.636	84.040
21	0.358	0.471	87.606	84.510
22	0.354	0.554	87.768	82.000
23	0.355	0.416	87.704	86.150
24	0.342	0.530	88.234	82.110
25	0.339	0.605	88.326	81.440
26	0.340	0.947	88.318	74.700
27	0.341	0.469	88.314	84.820
28	0.328	0.463	88.708	84.430
29	0.337	0.446	88.470	85.530
30	0.329	0.447	88.574	84.950
31	0.328	0.540	88.932	82.970
32	0.182	0.217	93.948	92.380
33	0.128	0.201	95.750	93.010
34	0.111	0.202	96.350	92.860
35	0.096	0.203	96.786	93.200
36	0.086	0.207	97.110	93.180
37	0.077	0.213	97.464	93.200
38	0.070	0.209	97.684	93.220
39	0.063	0.219	97.946	92.950
40	0.059	0.217	98.064	93.250
41	0.052	0.227	98.336	92.910
42	0.052	0.239	98.318	92.880
43	0.047	0.234	98.494	93.230
44	0.047	0.240	98.520	93.430
45	0.043	0.239	98.606	93.090
46	0.044	0.241	98.538	92.940
47	0.041	0.247	98.676	92.990
48	0.039	0.249	98.710	93.000
49	0.042	0.241	98.592	93.000
50	0.041	0.227	98.668	93.110
51	0.042	0.262	98.606	92.620
52	0.025	0.219	99.274	93.660
53	0.017	0.216	99.562	93.710
54	0.015	0.214	99.652	93.900
55	0.013	0.213	99.730	93.890
56	0.011	0.215	99.776	93.900
57	0.010	0.215	99.794	94.100
58	0.010	0.215	99.808	94.220
59	0.009	0.217	99.830	94.070
60	0.009	0.214	99.780	94.290
