Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.737	3.346	12.566	18.410
2	2.985	2.761	24.782	29.090
3	2.431	2.510	35.800	34.600
4	2.109	2.136	42.912	42.930
5	1.893	2.069	48.032	45.140
6	1.734	2.033	51.420	46.070
7	1.623	1.926	54.442	47.930
8	1.528	1.986	56.674	47.810
9	1.452	2.021	58.700	47.090
10	1.387	1.819	60.282	50.520
11	1.337	1.786	61.914	52.350
12	1.295	1.968	62.818	50.330
13	1.261	1.970	63.724	50.140
14	1.254	1.719	63.698	54.560
15	1.214	1.879	65.004	51.450
16	1.198	1.775	65.456	55.420
17	1.186	1.791	65.412	54.500
18	1.152	1.748	66.360	55.170
19	1.152	1.732	66.644	55.130
20	1.138	1.795	66.692	53.500
21	1.120	1.625	67.322	56.530
22	1.107	1.537	67.642	58.500
23	1.094	1.598	68.188	57.050
24	1.078	1.535	68.442	58.400
25	1.073	1.568	68.516	58.580
26	1.077	1.472	68.216	59.490
27	1.062	1.656	68.910	56.610
28	1.058	1.466	68.970	59.810
29	1.040	1.659	69.624	56.080
30	1.043	1.710	69.288	55.100
31	1.026	1.754	69.724	54.830
32	0.599	0.844	82.300	75.340
33	0.456	0.814	86.682	76.090
34	0.385	0.819	88.766	76.630
35	0.343	0.824	90.006	76.430
36	0.303	0.846	91.144	76.690
37	0.268	0.848	92.240	76.700
38	0.238	0.878	93.180	76.270
39	0.208	0.878	94.194	76.580
40	0.187	0.906	94.798	75.990
41	0.165	0.918	95.538	76.350
42	0.148	0.924	96.060	76.260
43	0.132	0.928	96.682	76.120
44	0.123	0.960	96.886	75.790
45	0.115	0.982	97.102	75.630
46	0.105	0.971	97.390	76.070
47	0.095	0.977	97.748	75.560
48	0.092	0.979	97.892	75.860
49	0.088	1.006	97.896	75.690
50	0.087	1.037	97.892	75.010
51	0.085	1.035	97.996	75.330
52	0.055	0.944	98.964	77.150
53	0.039	0.941	99.510	77.050
54	0.034	0.943	99.622	77.030
55	0.031	0.938	99.654	77.360
56	0.028	0.940	99.704	77.430
57	0.028	0.943	99.712	77.400
58	0.026	0.941	99.746	77.440
59	0.025	0.943	99.780	77.370
60	0.024	0.945	99.784	77.420
