Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.788	3.391	11.542	16.480
2	3.031	2.792	23.740	28.960
3	2.435	2.536	35.344	34.160
4	2.084	2.306	43.306	39.400
5	1.857	2.114	48.718	44.150
6	1.702	2.004	52.256	46.360
7	1.589	1.943	55.066	48.170
8	1.497	1.914	57.544	49.800
9	1.417	1.834	59.470	50.880
10	1.353	1.638	61.092	54.240
11	1.314	1.583	62.270	56.210
12	1.273	1.637	63.298	55.360
13	1.245	1.671	63.920	54.790
14	1.234	1.669	64.346	55.390
15	1.204	1.512	65.206	58.400
16	1.176	1.584	65.952	58.310
17	1.166	1.791	66.074	52.920
18	1.139	1.581	66.822	56.720
19	1.142	1.548	66.736	58.520
20	1.119	1.510	67.392	58.500
21	1.109	1.549	67.524	58.200
22	1.091	1.574	68.166	59.310
23	1.082	1.611	68.296	56.590
24	1.070	1.553	68.666	57.440
25	1.066	1.549	68.560	58.150
26	1.054	1.531	68.972	58.430
27	1.050	1.620	68.998	56.830
28	1.040	1.722	69.374	55.330
29	1.025	1.670	69.900	56.550
30	1.024	1.566	69.968	58.590
31	1.017	1.491	69.914	60.010
32	0.597	0.831	82.292	75.970
33	0.453	0.804	86.614	76.480
34	0.387	0.811	88.596	76.710
35	0.346	0.808	89.814	77.090
36	0.305	0.827	91.112	76.660
37	0.270	0.815	92.244	76.680
38	0.242	0.847	93.118	77.070
39	0.214	0.854	94.000	76.920
40	0.192	0.901	94.784	76.240
41	0.172	0.904	95.352	76.650
42	0.154	0.901	95.902	76.620
43	0.141	0.921	96.290	76.330
44	0.129	0.932	96.738	76.510
45	0.121	0.956	96.908	75.830
46	0.114	0.960	97.150	76.270
47	0.104	0.965	97.502	76.000
48	0.101	0.973	97.546	76.110
49	0.099	0.980	97.564	75.540
50	0.088	1.003	97.942	75.860
51	0.090	1.016	97.762	75.670
52	0.057	0.930	98.978	77.340
53	0.041	0.918	99.440	77.680
54	0.036	0.919	99.560	77.880
55	0.033	0.916	99.582	77.780
56	0.030	0.913	99.664	77.700
57	0.029	0.913	99.720	78.010
58	0.026	0.915	99.744	77.990
59	0.026	0.917	99.780	77.860
60	0.025	0.919	99.794	77.930
