Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.864	3.497	10.418	15.820
2	3.133	2.847	22.038	27.630
3	2.492	2.505	34.272	34.260
4	2.117	2.088	42.432	43.530
5	1.883	2.182	48.110	43.330
6	1.729	1.990	51.512	46.810
7	1.606	1.986	54.388	47.220
8	1.518	1.939	56.940	49.070
9	1.438	1.906	59.098	49.240
10	1.376	1.729	60.522	52.640
11	1.330	1.626	62.078	54.590
12	1.290	1.679	62.938	54.440
13	1.263	1.785	63.594	52.200
14	1.251	1.726	63.552	54.080
15	1.215	1.788	64.962	53.050
16	1.189	1.859	65.330	53.020
17	1.175	1.642	65.828	56.770
18	1.148	1.670	66.456	55.940
19	1.138	1.604	66.780	56.930
20	1.126	1.739	66.964	54.210
21	1.108	1.572	67.654	58.120
22	1.086	1.538	68.214	58.800
23	1.087	1.602	68.168	57.600
24	1.064	1.691	68.920	56.840
25	1.062	1.716	68.850	55.120
26	1.066	1.445	68.578	60.450
27	1.053	1.504	68.940	60.010
28	1.039	1.432	69.722	60.300
29	1.023	1.667	69.984	56.240
30	1.025	1.475	69.516	60.270
31	1.021	1.587	70.096	58.460
32	0.603	0.835	82.196	75.360
33	0.459	0.812	86.236	76.470
34	0.392	0.809	88.482	76.620
35	0.351	0.818	89.864	76.550
36	0.311	0.828	90.816	76.600
37	0.273	0.827	92.336	76.650
38	0.245	0.850	93.144	76.700
39	0.220	0.863	93.848	76.890
40	0.194	0.873	94.790	76.900
41	0.178	0.886	95.276	76.600
42	0.158	0.904	95.874	76.620
43	0.146	0.899	96.184	76.810
44	0.134	0.907	96.574	76.670
45	0.122	0.938	96.992	75.960
46	0.114	0.954	97.148	76.260
47	0.105	0.954	97.516	76.080
48	0.106	0.951	97.406	76.170
49	0.101	0.962	97.518	76.180
50	0.097	0.962	97.760	75.890
51	0.096	0.957	97.656	75.780
52	0.060	0.889	98.908	77.790
53	0.044	0.890	99.440	77.850
54	0.039	0.889	99.504	78.110
55	0.035	0.886	99.596	78.150
56	0.032	0.884	99.704	78.110
57	0.031	0.888	99.718	78.140
58	0.028	0.892	99.752	78.270
59	0.028	0.892	99.738	78.180
60	0.026	0.891	99.772	78.270
