Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.642	1.326	39.886	51.370
2	1.210	1.092	56.490	61.170
3	0.979	1.084	65.060	62.300
4	0.841	0.857	70.480	69.930
5	0.727	0.849	74.644	71.190
6	0.665	0.857	76.874	70.830
7	0.634	0.716	78.128	74.650
8	0.603	0.691	79.240	76.540
9	0.591	0.809	79.466	73.220
10	0.577	1.093	80.166	68.230
11	0.569	0.767	80.390	74.960
12	0.568	0.659	80.468	77.690
13	0.562	0.702	80.532	76.530
14	0.555	0.878	80.976	72.000
15	0.535	0.686	81.708	76.480
16	0.538	0.638	81.406	78.560
17	0.525	0.642	81.978	78.890
18	0.519	0.862	82.188	72.280
19	0.514	0.881	82.284	72.960
20	0.507	0.621	82.508	79.280
21	0.493	0.640	83.042	79.030
22	0.494	0.713	83.068	76.320
23	0.496	0.744	82.986	75.520
24	0.482	0.548	83.410	81.480
25	0.479	0.570	83.402	80.660
26	0.476	0.776	83.690	74.460
27	0.475	0.889	83.762	72.360
28	0.468	0.740	83.872	75.990
29	0.475	0.614	83.568	79.430
30	0.467	0.759	83.862	75.040
31	0.464	0.823	84.194	73.430
32	0.289	0.295	90.172	89.720
33	0.235	0.277	91.950	90.430
34	0.213	0.283	92.794	90.680
35	0.194	0.271	93.254	90.980
36	0.185	0.275	93.562	90.820
37	0.177	0.265	93.856	91.210
38	0.166	0.275	94.274	90.930
39	0.158	0.279	94.560	91.030
40	0.147	0.286	94.888	91.030
41	0.145	0.285	94.858	90.850
42	0.141	0.297	95.108	90.880
43	0.136	0.286	95.304	90.870
44	0.133	0.295	95.170	90.900
45	0.131	0.293	95.486	91.150
46	0.127	0.286	95.610	91.330
47	0.090	0.256	97.048	92.370
48	0.077	0.248	97.494	92.560
49	0.069	0.246	97.872	92.540
50	0.065	0.250	98.040	92.550
51	0.062	0.256	97.970	92.530
52	0.060	0.257	98.124	92.370
53	0.057	0.256	98.198	92.550
54	0.056	0.261	98.226	92.360
55	0.053	0.261	98.378	92.340
56	0.053	0.263	98.306	92.430
57	0.050	0.268	98.402	92.330
58	0.048	0.271	98.492	92.410
59	0.049	0.273	98.480	92.260
60	0.046	0.274	98.534	92.300
