Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.623	1.343	40.434	51.310
2	1.136	1.241	59.290	57.230
3	0.935	1.061	66.858	63.320
4	0.828	0.964	70.794	66.140
5	0.725	0.745	74.686	73.850
6	0.660	0.745	77.160	74.330
7	0.627	0.802	78.188	73.710
8	0.601	0.898	79.178	72.150
9	0.581	0.849	80.042	72.990
10	0.573	0.668	80.266	77.800
11	0.560	0.762	80.794	74.540
12	0.557	0.803	80.784	73.720
13	0.553	0.845	80.920	73.460
14	0.543	0.777	81.390	74.270
15	0.536	0.691	81.538	77.520
16	0.523	0.925	82.104	69.700
17	0.519	0.574	82.178	80.870
18	0.511	1.157	82.424	66.630
19	0.507	0.742	82.406	76.160
20	0.498	0.668	82.850	77.590
21	0.489	0.607	83.120	80.060
22	0.481	0.669	83.526	78.850
23	0.489	0.575	83.154	80.050
24	0.482	0.675	83.452	76.970
25	0.472	0.628	83.804	79.030
26	0.475	0.635	83.642	78.690
27	0.472	0.604	83.798	80.190
28	0.470	0.647	83.924	78.390
29	0.465	0.721	83.956	76.290
30	0.460	0.588	84.134	80.920
31	0.457	0.751	84.382	75.760
32	0.284	0.284	90.254	90.450
33	0.229	0.270	92.176	90.940
34	0.209	0.266	92.766	91.160
35	0.188	0.264	93.472	90.950
36	0.176	0.263	94.018	91.330
37	0.170	0.273	94.150	91.020
38	0.162	0.265	94.340	91.340
39	0.151	0.271	94.742	91.200
40	0.146	0.265	94.918	91.500
41	0.142	0.269	95.144	91.250
42	0.133	0.285	95.426	90.870
43	0.133	0.289	95.454	90.930
44	0.127	0.272	95.586	91.250
45	0.123	0.277	95.730	91.230
46	0.119	0.291	95.722	90.970
47	0.086	0.240	97.118	92.360
48	0.072	0.239	97.690	92.460
49	0.066	0.242	97.902	92.310
50	0.062	0.243	98.104	92.250
51	0.058	0.242	98.196	92.450
52	0.058	0.245	98.184	92.540
53	0.055	0.251	98.274	92.330
54	0.053	0.253	98.404	92.410
55	0.051	0.253	98.476	92.430
56	0.049	0.253	98.482	92.430
57	0.047	0.255	98.600	92.340
58	0.045	0.261	98.608	92.220
59	0.043	0.258	98.690	92.510
60	0.044	0.260	98.684	92.230
