Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.953	1.981	16.508	23.440
2	1.912	1.709	26.272	34.860
3	1.675	1.537	36.716	42.950
4	1.434	1.415	46.902	48.200
5	1.230	1.401	54.972	51.860
6	1.031	1.076	62.850	63.250
7	0.881	0.849	68.910	70.480
8	0.777	0.845	72.948	69.450
9	0.708	0.735	75.412	73.900
10	0.642	0.721	77.830	75.500
11	0.591	0.645	79.490	77.410
12	0.558	0.703	80.804	76.320
13	0.534	0.742	81.574	75.630
14	0.520	0.595	82.236	79.460
15	0.500	0.616	82.756	79.680
16	0.497	0.756	83.052	74.700
17	0.477	0.581	83.674	80.560
18	0.477	0.606	83.446	79.110
19	0.466	0.649	83.894	78.590
20	0.452	0.649	84.608	78.490
21	0.452	0.832	84.406	73.820
22	0.444	0.640	84.850	79.600
23	0.431	0.755	85.302	75.060
24	0.431	0.551	85.318	81.160
25	0.427	0.559	85.358	80.700
26	0.420	0.618	85.514	79.920
27	0.416	0.555	85.690	80.470
28	0.409	0.696	86.002	77.370
29	0.410	0.772	85.890	75.890
30	0.407	0.608	86.056	79.930
31	0.402	0.526	86.166	82.630
32	0.232	0.247	92.304	91.290
33	0.174	0.230	94.022	91.940
34	0.152	0.226	94.864	92.330
35	0.135	0.238	95.358	92.330
36	0.125	0.222	95.748	92.780
37	0.111	0.230	96.266	92.520
38	0.105	0.234	96.386	92.510
39	0.097	0.243	96.628	92.360
40	0.091	0.243	96.874	92.590
41	0.083	0.259	97.202	92.260
42	0.079	0.257	97.200	92.380
43	0.073	0.268	97.616	92.350
44	0.074	0.253	97.502	92.450
45	0.067	0.262	97.760	92.300
46	0.066	0.260	97.792	92.270
47	0.064	0.287	97.806	91.680
48	0.062	0.272	97.936	92.350
49	0.062	0.286	97.812	91.860
50	0.060	0.281	98.004	91.920
51	0.061	0.285	97.906	91.960
52	0.034	0.246	98.920	93.210
53	0.022	0.243	99.366	93.440
54	0.020	0.244	99.444	93.600
55	0.018	0.245	99.544	93.620
56	0.015	0.246	99.636	93.570
57	0.015	0.249	99.672	93.530
58	0.014	0.249	99.680	93.620
59	0.013	0.252	99.710	93.550
60	0.010	0.255	99.794	93.520
