Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.912	2.104	15.826	19.400
2	1.851	1.713	29.186	36.490
3	1.584	1.508	40.958	44.610
4	1.386	1.302	48.608	51.970
5	1.210	1.201	56.334	56.340
6	1.030	1.091	62.950	63.000
7	0.911	0.955	67.898	65.920
8	0.828	0.899	70.750	69.190
9	0.759	0.819	73.266	72.400
10	0.682	0.911	76.142	69.600
11	0.642	0.837	77.846	70.460
12	0.610	0.835	78.870	72.640
13	0.576	0.663	79.972	77.690
14	0.563	0.658	80.592	77.070
15	0.547	0.814	81.060	74.160
16	0.534	0.639	81.620	78.810
17	0.524	0.654	82.088	77.540
18	0.508	0.701	82.542	76.770
19	0.493	0.646	83.126	78.120
20	0.484	0.630	83.348	78.800
21	0.481	0.772	83.314	75.430
22	0.473	0.838	83.830	75.550
23	0.466	0.557	84.082	81.580
24	0.456	0.650	84.228	78.440
25	0.460	0.645	84.134	79.250
26	0.443	0.564	84.678	80.410
27	0.440	0.625	84.878	79.070
28	0.436	0.574	84.980	81.120
29	0.439	0.524	84.832	82.030
30	0.430	0.532	85.250	81.980
31	0.422	0.634	85.340	79.850
32	0.254	0.270	91.404	90.740
33	0.204	0.256	92.982	91.180
34	0.180	0.247	93.882	91.700
35	0.168	0.239	94.194	91.980
36	0.152	0.245	94.704	91.850
37	0.145	0.245	95.090	91.910
38	0.132	0.255	95.528	91.760
39	0.125	0.253	95.608	91.840
40	0.115	0.252	95.948	92.160
41	0.110	0.259	96.084	91.850
42	0.104	0.263	96.420	91.780
43	0.101	0.281	96.454	91.450
44	0.095	0.273	96.764	91.700
45	0.090	0.290	96.888	91.470
46	0.091	0.277	96.876	91.400
47	0.087	0.278	96.966	91.820
48	0.083	0.284	97.134	91.680
49	0.078	0.302	97.296	91.540
50	0.077	0.287	97.346	91.740
51	0.077	0.283	97.386	91.500
52	0.049	0.241	98.502	93.070
53	0.036	0.240	98.922	93.260
54	0.030	0.243	99.158	93.200
55	0.028	0.245	99.222	93.430
56	0.025	0.251	99.300	93.270
57	0.023	0.253	99.400	93.240
58	0.023	0.251	99.344	93.300
59	0.020	0.253	99.472	93.340
60	0.019	0.259	99.504	93.280
